0,0,O,4,0,1896
0,1,S,1,0,1151
0,2,O,6,0,872
0,3,O,4,0,808
0,4,S,5,0,568
0,5,O,7,0,647
0,6,S,2,0,544
0,7,S,1,0,968
0,8,O,7,0,720
0,9,O,0,0,903
0,10,S,4,0,624
0,11,O,1,0,663
0,12,S,2,0,616
0,13,O,3,0,609
0,14,S,1,0,880
0,15,S,5,0,792
0,16,O,8,0,624
0,17,S,4,0,592
0,18,O,5,0,767
0,19,S,1,1,1649
1,0,U,1,0,2750
1,1,U,6,0,1481
1,2,B,5,0,1112
1,3,B,4,0,2991
1,4,U,3,0,1121
1,5,U,2,0,1503
1,6,B,1,0,960
1,7,B,0,0,1281
1,8,B,1,0,1511
1,9,U,3,0,697
1,10,B,1,0,767
1,11,B,3,0,840
1,12,B,0,0,889
1,13,B,3,0,599
1,14,U,4,0,960
1,15,U,1,0,752
1,16,U,5,1,4496
1,17,U,1,0,1288
1,18,U,2,1,1959
1,19,U,4,0,1255
2,0,S,0,0,1391
2,1,B,1,0,2343
2,2,O,6,0,745
2,3,B,4,0,1262
2,4,S,2,0,769
2,5,B,1,0,2936
2,6,O,7,0,801
2,7,U,5,1,1767
2,8,O,1,0,1151
2,9,B,0,0,1881
2,10,O,4,0,799
2,11,U,6,0,984
2,12,S,2,0,695
2,13,U,1,0,584
2,14,O,7,0,648
2,15,U,5,0,1120
2,16,S,4,0,920
2,17,U,2,0,904
2,18,S,3,0,818
2,19,B,5,0,679
2,20,O,5,1,1119
2,21,U,0,0,2281
2,22,S,2,0,815
2,23,U,5,0,863
2,24,O,3,0,848
2,25,B,0,0,2128
2,26,S,0,0,647
2,27,B,2,0,1960
2,28,O,4,0,1281
2,29,B,5,0,679
2,30,O,8,0,2024
2,31,B,4,0,743
2,32,O,4,0,784
2,33,B,5,0,2032
2,34,O,3,0,3192
2,35,B,1,1,2256
2,36,O,7,0,1232
2,37,U,3,0,960
2,38,S,4,0,647
2,39,B,4,0,888
3,0,S,0,0,824
3,1,B,5,0,1832
3,2,O,7,0,848
3,3,B,1,0,1014
3,4,S,3,0,800
3,5,B,5,0,664
3,6,O,0,0,903
3,7,U,6,0,1032
3,8,O,1,0,1272
3,9,U,4,0,880
3,10,S,2,0,720
3,11,B,0,0,808
3,12,S,5,0,672
3,13,U,1,0,944
3,14,S,1,0,592
3,15,U,2,0,784
3,16,O,3,0,760
3,17,U,5,0,1088
3,18,S,5,0,624
3,19,U,0,0,792
3,20,S,1,0,2595
3,21,U,3,0,639
3,22,O,8,0,609
3,23,B,4,0,767
3,24,S,1,0,800
3,25,U,0,0,959
3,26,S,3,0,871
3,27,U,5,1,1633
3,28,S,0,0,871
3,29,B,4,0,2128
3,30,O,1,0,951
3,31,B,3,0,864
3,32,O,3,0,680
3,33,B,5,0,624
3,34,O,8,0,496
3,35,U,2,1,1128
3,36,O,1,0,944
3,37,B,5,0,1152
3,38,O,0,0,1553
3,39,B,4,0,647
4,0,S,2,0,759
4,1,O,6,0,663
4,2,S,1,0,600
4,3,S,3,0,584
4,4,O,1,0,592
4,5,S,3,0,496
4,6,O,0,0,895
4,7,O,2,0,561
4,8,O,4,0,416
4,9,O,5,0,464
4,10,O,6,0,687
4,11,O,3,0,552
4,12,S,0,0,703
4,13,S,5,0,575
4,14,O,4,0,624
4,15,O,7,0,912
4,16,S,4,0,689
4,17,O,0,0,639
4,18,O,3,0,905
4,19,S,1,0,519
5,0,O,7,0,1807
5,1,B,2,1,1560
5,2,S,4,0,1064
5,3,B,5,1,1832
5,4,S,5,0,2784
5,5,B,4,1,1776
5,6,S,4,0,1472
5,7,B,5,0,2712
5,8,S,3,0,738
5,9,B,2,0,1975
5,10,S,0,0,681
5,11,B,3,0,2256
5,12,S,2,0,504
5,13,U,0,0,1047
5,14,O,1,0,888
5,15,U,3,0,769
5,16,O,0,0,632
5,17,B,5,0,832
5,18,S,2,0,1263
5,19,U,4,0,1056
5,20,S,1,0,864
5,21,U,1,1,1248
5,22,S,2,0,920
5,23,B,4,0,1072
5,24,S,5,0,1144
5,25,U,3,0,1008
5,26,O,7,0,672
5,27,B,4,0,1679
5,28,S,2,0,656
5,29,U,0,0,984
5,30,O,4,0,1063
5,31,B,3,1,1513
5,32,S,2,0,688
5,33,U,0,0,847
5,34,O,0,0,993
5,35,B,2,0,944
5,36,S,1,0,792
5,37,U,5,0,1063
5,38,O,5,0,952
5,39,B,2,0,1312
6,0,O,0,0,743
6,1,U,3,1,1840
6,2,S,4,0,1064
6,3,U,6,0,1712
6,4,O,8,0,935
6,5,U,4,0,1072
6,6,S,4,0,977
6,7,U,3,0,1527
6,8,O,5,0,2248
6,9,U,1,1,1344
6,10,O,4,0,5600
6,11,U,5,0,1216
6,12,O,8,0,1093
6,13,B,0,0,1025
6,14,O,0,0,920
6,15,U,3,0,1047
6,16,O,7,0,720
6,17,U,2,0,1168
6,18,O,3,0,609
6,19,U,5,1,1536
6,20,O,0,0,1495
6,21,B,1,0,2055
6,22,S,4,0,736
6,23,B,5,0,752
6,24,S,1,0,504
6,25,U,4,0,823
6,26,O,7,0,768
6,27,U,2,0,1728
6,28,O,2,0,656
6,29,U,0,0,984
6,30,O,8,0,592
6,31,B,4,1,1160
6,32,O,5,0,1040
6,33,U,1,0,912
6,34,S,3,0,847
6,35,U,6,0,897
6,36,O,7,0,720
6,37,B,3,0,776
6,38,S,4,0,1080
6,39,U,2,0,1079
