0,0,S,4,0,1544
0,1,O,3,0,1031
0,2,O,5,0,640
0,3,S,1,0,624
0,4,S,2,0,680
0,5,S,3,0,496
0,6,S,5,0,512
0,7,S,1,0,504
0,8,S,4,0,448
0,9,S,5,0,464
0,10,S,4,0,616
0,11,O,5,0,712
0,12,O,3,0,472
0,13,O,5,0,392
0,14,S,1,0,440
0,15,S,3,0,544
0,16,O,6,0,608
0,17,O,0,0,688
0,18,O,4,0,416
0,19,S,1,0,480
1,0,B,3,0,1752
1,1,B,5,0,968
1,2,B,1,0,897
1,3,U,5,1,3470
1,4,B,2,1,3040
1,5,U,5,0,1000
1,6,U,6,0,1160
1,7,B,1,0,720
1,8,B,3,0,704
1,9,B,4,0,1528
1,10,U,1,0,656
1,11,B,5,0,728
1,12,B,4,0,1400
1,13,B,0,0,911
1,14,B,1,0,705
1,15,B,2,1,1991
1,16,U,4,0,1271
1,17,B,5,0,583
1,18,B,2,0,688
1,19,U,3,0,655
2,0,S,0,0,952
2,1,B,5,0,1080
2,2,O,6,0,648
2,3,B,3,0,1200
2,4,O,2,0,712
2,5,B,1,0,1024
2,6,O,5,0,552
2,7,U,6,0,608
2,8,O,2,0,688
2,9,U,3,0,656
2,10,O,5,0,680
2,11,B,5,0,792
2,12,O,4,0,632
2,13,U,6,0,648
2,14,S,0,0,592
2,15,U,1,0,784
2,16,O,1,0,616
2,17,B,4,0,935
2,18,S,3,0,559
2,19,B,0,1,1025
2,20,O,4,0,663
2,21,B,4,0,1135
2,22,O,0,0,615
2,23,U,3,0,600
2,24,O,4,0,592
2,25,B,0,0,823
2,26,O,5,0,623
2,27,U,5,2,2175
2,28,S,3,0,568
2,29,B,0,0,952
2,30,O,8,0,568
2,31,U,1,0,592
2,32,O,5,0,1136
2,33,B,4,0,640
2,34,S,2,0,672
2,35,U,3,0,872
2,36,S,0,0,728
2,37,U,1,0,760
2,38,S,3,0,424
2,39,U,6,0,656
3,0,O,1,0,752
3,1,U,6,0,728
3,2,S,0,0,592
3,3,U,5,1,1192
3,4,O,3,0,551
3,5,B,3,0,944
3,6,O,0,0,623
3,7,U,4,0,863
3,8,S,2,0,560
3,9,U,5,1,1103
3,10,O,3,0,1183
3,11,U,0,0,968
3,12,O,5,0,664
3,13,U,3,0,696
3,14,S,1,0,576
3,15,B,5,0,672
3,16,S,5,0,584
3,17,B,1,0,1720
3,18,O,2,0,576
3,19,U,5,0,848
3,20,O,5,0,1064
3,21,B,1,1,992
3,22,O,1,0,624
3,23,B,4,0,672
3,24,S,3,0,608
3,25,U,5,0,792
3,26,O,6,0,560
3,27,U,2,0,1088
3,28,O,4,0,696
3,29,U,5,0,672
3,30,O,0,0,584
3,31,U,6,0,752
3,32,S,1,0,560
3,33,U,5,0,656
3,34,O,0,0,624
3,35,U,2,0,976
3,36,S,3,0,512
3,37,B,0,0,696
3,38,S,0,0,736
3,39,B,5,0,672
4,0,O,1,0,968
4,1,O,5,0,520
4,2,O,3,0,512
4,3,S,2,0,520
4,4,O,7,0,768
4,5,O,0,0,864
4,6,O,7,0,504
4,7,S,2,0,520
4,8,O,5,0,512
4,9,S,4,0,504
4,10,S,0,0,640
4,11,S,5,0,472
4,12,S,0,0,536
4,13,O,6,0,552
4,14,S,4,0,504
4,15,S,0,0,584
4,16,O,4,0,600
4,17,O,7,0,512
4,18,O,3,0,696
4,19,S,5,0,496
5,0,O,0,0,1223
5,1,U,0,0,1120
5,2,O,3,0,856
5,3,B,5,1,2103
5,4,S,0,0,840
5,5,B,3,0,944
5,6,S,2,0,632
5,7,B,1,0,2024
5,8,S,0,0,560
5,9,B,4,0,744
5,10,O,2,0,760
5,11,U,1,0,808
5,12,O,1,0,984
5,13,U,2,1,2072
5,14,S,5,0,752
5,15,B,4,0,984
5,16,O,0,0,792
5,17,B,0,0,1000
5,18,S,3,0,776
5,19,B,2,1,2736
5,20,S,4,0,672
5,21,U,0,0,1535
5,22,O,6,0,887
5,23,U,4,1,1039
5,24,O,2,0,1535
5,25,U,5,0,1727
5,26,O,4,0,616
5,27,U,0,0,1168
5,28,S,2,0,619
5,29,B,3,0,917
5,30,O,4,0,712
5,31,B,5,0,1056
5,32,O,1,0,856
5,33,U,6,1,1352
5,34,S,0,0,960
5,35,B,0,0,800
5,36,O,1,0,816
5,37,B,4,0,1440
5,38,S,4,0,648
5,39,B,0,0,752
6,0,S,5,0,743
6,1,B,2,1,1703
6,2,S,4,0,1383
6,3,B,4,0,1039
6,4,O,5,0,775
6,5,B,3,0,1072
6,6,O,3,0,784
6,7,B,5,0,1552
6,8,S,5,0,624
6,9,B,1,0,1656
6,10,O,1,0,672
6,11,U,0,0,944
6,12,S,3,0,584
6,13,U,2,0,2408
6,14,O,5,0,744
6,15,B,3,0,752
6,16,O,4,0,768
6,17,U,0,0,832
6,18,S,5,0,624
6,19,B,1,0,1544
6,20,S,2,0,552
6,21,U,3,0,1240
6,22,O,8,0,800
6,23,U,1,0,1160
6,24,S,2,0,664
6,25,B,2,1,3160
6,26,O,3,0,1791
6,27,B,0,0,720
6,28,S,2,0,503
6,29,U,6,0,968
6,30,S,0,0,648
6,31,B,5,0,1248
6,32,S,4,0,600
6,33,U,0,0,744
6,34,O,8,0,784
6,35,B,5,0,1624
6,36,S,4,0,648
6,37,U,3,0,1440
6,38,S,1,0,712
6,39,U,5,0,2087
